id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
918372123506141881,Rental unit in Boston · ★4.80 · 2 bedrooms · 2 beds · 1 bath,78964422,Reece & Karen,,East Boston,42.367661469962364,-71.03295247100604,Entire home/apt,171,1,20,2023-09-11,8.11,2,127,20,STR-529583
918666043636752658,Rental unit in Boston · ★4.67 · 2 bedrooms · 2 beds · 2 baths,108724738,Diogo,,Roxbury,42.3257816,-71.0722625,Entire home/apt,232,2,9,2023-09-11,5.51,4,45,9,STR-532909
918690415212065897,Rental unit in Boston · 3 bedrooms · 2 beds · 2 baths,423270067,Harry And Susie,,Back Bay,42.34424,-71.08349,Entire home/apt,497,1,0,,,31,331,0,Exempt: This listing is a unit used for furnished institutional or business stays
918904984983903999,Rental unit in Dorchester · ★4.67 · 5 bedrooms · 6 beds · 5.5 baths,261436898,Together We,,Dorchester,42.28846,-71.0393,Entire home/apt,543,1,6,2023-08-29,3.33,2,158,6,Exempt: This listing is a unit that has contracts with hospitals
918935010168380071,Townhouse in Boston · 3 bedrooms · 4 beds · 2 baths,151238588,Charlie,,Dorchester,42.32091,-71.0571,Entire home/apt,262,4,0,,,10,322,0,STR-513988
919110807969049210,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 shared bath,159885470,Boston Short Term Rentals,,Roxbury,42.33351,-71.07508,Private room,68,1,1,2023-09-13,1,12,301,1,STR-537585
919110816196397664,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 shared bath,159885470,Boston Short Term Rentals,,Roxbury,42.33531630962947,-71.07725577043466,Private room,70,1,1,2023-09-08,1,12,292,1,STR-537585
919110958959614915,Rental unit in Boston · ★New · 3 bedrooms · 3 beds · 1 bath,159885470,Boston Short Term Rentals,,Roxbury,42.33352,-71.07568,Entire home/apt,200,3,0,,,12,258,0,STR-537585
920192802910045769,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,492835190,Ivan,,Charlestown,42.371602325468665,-71.06456602608269,Entire home/apt,104,29,1,2023-08-24,1,2,275,1,
920272636633662094,Townhouse in Boston · 4 bedrooms · 9 beds · 2 baths,312046089,Sonny,,Dorchester,42.31951713040033,-71.05686391483634,Entire home/apt,344,4,2,2023-08-17,1.18,1,324,2,STR-513988
920276506594305629,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,217617282,Beaux,,East Boston,42.3752,-71.03391,Entire home/apt,289,1,1,2023-07-02,0.39,4,326,1,STR-446303
920305069921267571,Rental unit in Boston · 2 bedrooms · 4 beds · 2 baths,423270067,Harry And Susie,,Back Bay,42.34490435815571,-71.08333777231783,Entire home/apt,501,1,2,2023-08-10,1.28,31,346,2,Exempt: This listing is a unit used for furnished institutional or business stays
920305249278095220,Rental unit in Boston · ★4.53 · 1 bedroom · 2 beds · 1 bath,212359760,Evonify,,Downtown,42.352305800431736,-71.06541161175436,Entire home/apt,244,1,17,2023-09-13,6.37,72,4,17,STR-447282
920305401888076042,Rental unit in Boston · ★4.13 · 1 bedroom · 2 beds · 1 bath,212359760,Evonify,,Downtown,42.350926725987584,-71.06553080926739,Entire home/apt,208,1,16,2023-09-14,6.23,72,7,16,STR-466811
920392889163421043,Rental unit in Boston · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,351582312,Daniel,,Dorchester,42.3027592862999,-71.06586395488804,Private room,60,1,22,2023-09-11,9.04,7,311,22,STR-525122
920440790931059917,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,110532335,Monty,,Brighton,42.34944799397161,-71.16380625890069,Entire home/apt,119,29,0,,,1,85,0,
920595366557120290,Townhouse in Boston · ★4.14 · 1 bedroom · 2 beds · 1 bath,122377513,Evolve,,South End,42.34275,-71.06885,Entire home/apt,185,2,7,2023-09-05,3.33,5,244,7,STR-519169
920892139076700198,Rental unit in Boston · 2 bedrooms · 2 beds · 1.5 baths,37907846,Boston,,Dorchester,42.31556,-71.05969,Entire home/apt,150,91,0,,,10,120,0,
920941037955667153,Rental unit in Boston · 4 bedrooms · 1 bed · 0 shared baths,297860058,Ferran,,Dorchester,42.31915,-71.06314,Private room,72,91,0,,,171,163,0,
920954388333024471,Rental unit in Boston · 4 bedrooms · 1 bed · 0 shared baths,297860058,Ferran,,Dorchester,42.32116,-71.06216,Private room,76,91,0,,,171,178,0,
921849596380643625,Home in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,188939923,Mort,,Roxbury,42.32193,-71.08004,Private room,68,2,6,2023-08-31,2.54,7,153,6,STR-415018
922408906158692278,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,20857768,Compass,,South Boston Waterfront,42.35016,-71.04531,Entire home/apt,250,29,0,,,17,150,0,Exempt: This listing is a unit used for furnished institutional or business stays
922493881973299831,Hotel in Boston · ★New · 1 bedroom · 1 bed · 1 bath,261039449,Studio Allston Hotel,,Brighton,42.36299827458209,-71.1368198666319,Private room,358,1,1,2023-08-25,1,11,224,1,Exempt: This listing is a hotel or motel
922498689912318791,Hotel in Boston · ★New · 1 bedroom · 1 bed · 1 bath,261039449,Studio Allston Hotel,,Brighton,42.36342714167278,-71.13573561671684,Private room,355,1,0,,,11,224,0,Exempt: This listing is a hotel or motel
922505948658002413,Hotel in Boston · ★New · 1 bedroom · 1 bed · 1 shared bath,261039449,Studio Allston Hotel,,Brighton,42.36514627177277,-71.13618386848367,Private room,356,1,0,,,11,207,0,Exempt: This listing is a hotel or motel
922509388806917307,Hotel in Boston · ★New · 1 bedroom · 1 bed · 1 bath,261039449,Studio Allston Hotel,,Brighton,42.3632811302303,-71.13550034195156,Private room,358,1,1,2023-08-20,1,11,231,1,Exempt: This listing is a hotel or motel
922511645537974905,Hotel in Boston · ★New · 1 bedroom · 1 bed · 1 bath,261039449,Studio Allston Hotel,,Brighton,42.363098622257986,-71.1370854474361,Private room,279,1,0,,,11,207,0,Exempt: This listing is a hotel or motel
923065544622564210,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,188939923,Mort,,Roxbury,42.32125,-71.07801,Private room,65,2,4,2023-08-21,1.69,7,223,4,STR-415018
924596250686285360,Home in Boston · ★4.25 · 1 bedroom · 1 bed · 1 bath,188939923,Mort,,Roxbury,42.32184601281022,-71.07909028242294,Private room,95,2,4,2023-08-11,1.64,7,223,4,STR-415018
925504470690449842,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,163848078,Adam,,Fenway,42.345083028008446,-71.10380421281842,Entire home/apt,399,30,0,,,86,365,0,
925573801415510195,Rental unit in Boston · 3 bedrooms · 3 beds · 1 bath,159885470,Boston Short Term Rentals,,Roxbury,42.33384068071456,-71.07492392903329,Entire home/apt,186,3,1,2023-09-13,1,12,304,1,STR-537585
926897775916500527,Rental unit in Boston · ★New · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.35043,-71.09494,Entire home/apt,302,3,2,2023-07-28,1.05,9,233,2,Exempt: This listing is a hotel or motel
926908682139595078,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.34881,-71.09313,Entire home/apt,222,3,4,2023-08-28,2.45,9,236,4,Exempt: This listing is a hotel or motel
926908733694275846,Rental unit in Boston · ★New · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.349277375951964,-71.09486073302446,Entire home/apt,191,3,0,,,9,228,0,Exempt: This listing is a hotel or motel
926908978002734152,Rental unit in Boston · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.3507735412626,-71.09491176435415,Entire home/apt,238,3,1,2023-08-02,0.65,9,240,1,Exempt: This listing is a hotel or motel
926909131529554170,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.35059,-71.09289,Entire home/apt,238,3,3,2023-07-24,1.29,9,249,3,Exempt: This listing is a hotel or motel
926909279527360867,Rental unit in Boston · ★4.33 · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.35085716037106,-71.09320219991022,Entire home/apt,233,3,3,2023-08-12,1.29,9,240,3,Exempt: This listing is a hotel or motel
926909419134753198,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.34919,-71.09302,Entire home/apt,239,3,1,2023-08-28,1,9,339,1,Exempt: This listing is a hotel or motel
926909705378933833,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.3488634847327,-71.09273960555595,Entire home/apt,233,3,3,2023-07-24,1.25,9,239,3,Exempt: This listing is a hotel or motel
926910164877355346,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,523322767,Andrew,,Fenway,42.349473561748574,-71.09288174677059,Entire home/apt,247,3,3,2023-07-24,1.53,9,244,3,Exempt: This listing is a hotel or motel
926950431047851357,Condo in Boston · ★New · 2 bedrooms · 2 beds · 1 bath,32982410,Will,,Allston,42.34916723063684,-71.13388875543235,Entire home/apt,159,91,0,,,1,170,0,
927475749600177156,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,275849638,Steven,,Fenway,42.34818,-71.09326,Entire home/apt,300,1,0,,,42,0,0,STR-461741
927504954586144067,Rental unit in Boston · ★4.75 · 1 bedroom · 1 bed · 1 bath,275849638,Steven,,Fenway,42.34751,-71.09374,Entire home/apt,242,1,4,2023-08-13,2.31,42,97,4,STR-531873
927569054825260292,Rental unit in Boston · ★3.75 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34327,-71.08405,Entire home/apt,169,1,4,2023-09-01,1.76,49,269,4,STR-531826
927751278413604000,Home in Boston · 1 bedroom · 1 bed · 1 bath,37035419,Wendy,,Allston,42.35706021337518,-71.12911636763924,Private room,44,91,0,,,9,133,0,
928244206259729554,Rental unit in Boston · ★3.20 · 2 bedrooms · 6 beds · 2 baths,212359760,Evonify,,East Boston,42.38745,-71.00503,Entire home/apt,240,1,5,2023-08-17,2.21,72,228,5,STR-523178
929274223001610653,Rental unit in Boston · ★4.80 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34167,-71.08246,Entire home/apt,163,1,5,2023-08-20,2.27,49,314,5,STR-531827
929285770816969080,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34149086490141,-71.08211337458772,Entire home/apt,191,1,6,2023-08-18,2.65,49,312,6,STR-531823
929296438531439701,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34183238862012,-71.08212672872108,Entire home/apt,186,1,4,2023-07-24,1.74,49,270,4,STR-531828
929307593955725334,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.342438994258224,-71.0821252927106,Entire home/apt,193,1,6,2023-08-27,2.73,49,269,6,STR-531829
929534173067208611,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Roxbury,42.3415,-71.08347,Entire home/apt,201,1,6,2023-08-15,2.73,49,314,6,STR-531831
929544514870890094,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,297860058,Ferran,,Dorchester,42.3267,-71.059,Private room,64,91,0,,,171,110,0,
929544744628855168,Rental unit in ROXBURY CROSSING · 1 bedroom · 1 bed · 0 shared baths,297860058,Ferran,,Mission Hill,42.33024876118268,-71.1041136981323,Private room,71,91,0,,,171,106,0,
929571338607197143,Rental unit in Boston · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Fenway,42.342008804636386,-71.08411850981184,Entire home/apt,198,1,2,2023-08-15,1.40,49,241,2,STR-531832
929653841818654433,Rental unit in Boston · ★4.33 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34437403038891,-71.08257439972587,Entire home/apt,175,1,3,2023-07-31,1.29,49,328,3,STR-531797
929663398870028248,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,351582312,Daniel,,Dorchester,42.301486176101086,-71.06457984584644,Shared room,56,1,16,2023-09-12,6.76,7,322,16,STR-525122
929710002319897075,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34382660197117,-71.08222208744212,Entire home/apt,175,1,3,2023-07-20,1.32,49,318,3,STR-531798
929721661136909106,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.3451,-71.08007,Entire home/apt,234,1,2,2023-08-25,2,49,328,2,STR-531870
929763088797054215,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34214,-71.08206,Entire home/apt,184,1,4,2023-08-31,1.74,49,267,4,STR-531799
929770452264597730,Rental unit in Boston · ★4.83 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34436,-71.0821,Entire home/apt,204,1,6,2023-08-19,3.16,49,303,6,STR-531804
929777947659855829,Rental unit in Boston · ★4.20 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.344438876900405,-71.08347546066226,Entire home/apt,187,1,5,2023-08-09,2.31,49,300,5,STR-531811
929784691737307760,Rental unit in Boston · ★4.25 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34364,-71.08199,Entire home/apt,205,1,4,2023-08-16,1.82,49,327,4,STR-531813
929789196633616783,Rental unit in Boston · ★4.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.342409342896794,-71.08281844038515,Entire home/apt,176,1,3,2023-08-08,1.61,49,331,3,STR-531815
929790777252631206,Rental unit in Boston · ★5.0 · 2 bedrooms · 3 beds · 1 bath,256527182,Bridget,,South Boston,42.3313364,-71.0548846,Entire home/apt,302,1,8,2023-08-27,4.29,1,323,8,STR-525163
930142995408426484,Home in Boston · ★5.0 · 1 bedroom · 2 beds · 1 private bath,92524206,Ray,,East Boston,42.385239,-71.00543979999999,Private room,89,1,5,2023-08-12,2.94,4,46,5,STR-480353
932649226789443897,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,507150829,Jasiya,,Jamaica Plain,42.31623,-71.10026,Private room,79,30,0,,,4,308,0,Exempt: This listing is a unit that has contracts with hospitals
932667738850269074,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34153,-71.0828,Entire home/apt,183,1,4,2023-08-11,1.94,49,309,4,STR-531830
932671112961379601,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34348985925966,-71.08423327597426,Entire home/apt,236,1,4,2023-08-27,1.88,49,137,4,STR-531834
933238026788932430,Rental unit in Boston · ★4.25 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34300085036171,-71.08404904011313,Entire home/apt,168,1,4,2023-08-19,2.18,49,311,4,STR-531809
933256250564600592,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,331225367,Stone,,South End,42.33811836596713,-71.07781820388703,Entire home/apt,213,1,6,2023-09-01,3.00,54,46,6,Exempt: This listing is a unit that has contracts with hospitals
933300343601892180,Rental unit in Boston · ★4.75 · Studio · 2 beds · 1 bath,331225367,Stone,,South End,42.33945074050874,-71.07628186433844,Entire home/apt,224,1,4,2023-08-17,2.31,54,41,4,Exempt: This listing is a unit that has contracts with hospitals
933341527778815745,Rental unit in Boston · ★4.25 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34353,-71.08219,Entire home/apt,158,1,4,2023-08-19,2.03,49,304,4,STR-531846
933341597755279463,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,351582312,Daniel,,Dorchester,42.30341,-71.06389,Private room,59,1,14,2023-09-14,9.13,7,321,14,STR-525122
933353827077307497,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34366672808913,-71.08386691907516,Entire home/apt,151,1,4,2023-08-19,2.31,49,326,4,STR-531846
933361695796947206,Rental unit in Boston · ★4.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34192427441922,-71.0823934312471,Entire home/apt,167,1,5,2023-08-20,2.54,49,288,5,STR-531850
933367595017281977,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,507150829,Jasiya,,Jamaica Plain,42.3143,-71.09952,Private room,79,30,0,,,4,363,0,
933372102721435909,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,507150829,Jasiya,,Jamaica Plain,42.315785669375344,-71.10174438025011,Private room,98,30,0,,,4,291,0,
933376915768138535,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,507150829,Jasiya,,Jamaica Plain,42.31616,-71.10023,Private room,89,30,0,,,4,365,0,
933383706544046731,Rental unit in Boston · ★5.0 · 3 bedrooms · 3 beds · 2 baths,212359760,Evonify,,East Boston,42.37518,-71.03894,Entire home/apt,233,1,6,2023-09-01,2.86,72,320,6,STR-523178
933386897867092013,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.343784143440516,-71.08290022500243,Entire home/apt,225,1,4,2023-08-19,2.55,49,316,4,STR-531852
933905514748344789,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,49565531,Maria,,Jamaica Plain,42.3203345,-71.10534799999999,Entire home/apt,164,1,4,2023-09-08,2.00,3,62,4,STR-414659
934013376805557008,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,112008372,Bernadette,,Brighton,42.34607,-71.1618,Entire home/apt,175,2,3,2023-07-30,1.53,3,61,3,STR-492272
934064192141466124,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Fenway,42.34215590068706,-71.08435806459522,Entire home/apt,182,1,3,2023-08-08,1.91,49,287,3,STR-531808
934064992149536234,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,525275764,Patrice,,Dorchester,42.29943626605424,-71.08161110422974,Private room,87,2,0,,,4,365,0,STR-533048
934067944826518229,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34425,-71.08264,Entire home/apt,185,1,5,2023-08-13,3.41,49,318,5,STR-531820
934078929279630077,Rental unit in Boston · ★4.33 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Fenway,42.342049610623654,-71.08451058659904,Entire home/apt,204,1,3,2023-08-20,1.53,49,276,3,STR-531805
934090932851187104,Rental unit in Boston · ★3.75 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34431,-71.08278,Entire home/apt,193,1,4,2023-08-19,2.55,49,315,4,STR-531790
934099603114111142,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,331225367,Stone,,South End,42.33991,-71.07786,Entire home/apt,206,1,9,2023-09-01,4.50,54,30,9,Exempt: This listing is a unit that has contracts with hospitals
934106825257933879,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34253802692078,-71.08242625823868,Entire home/apt,208,1,0,,,49,336,0,STR-531800
934125986312399656,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34350157600517,-71.08454095429711,Entire home/apt,222,1,0,,,49,281,0,STR-531822
934129197245327334,Rental unit in Boston · ★4.75 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34238,-71.0837,Entire home/apt,162,1,8,2023-08-29,4.44,49,246,8,STR-531801
934144267413593178,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.343982363776675,-71.08253819066451,Entire home/apt,179,1,3,2023-08-09,1.84,49,333,3,STR-531810
934246265707626439,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,525275764,Patrice,,Dorchester,42.29934,-71.08237,Private room,87,1,0,,,4,246,0,STR-538915
934549104804900845,Home in Boston · ★New · 3 bedrooms · 3 beds · 0 baths,509915863,Vacasa,,Dorchester,42.29612796442264,-71.05413084152573,Entire home/apt,247,2,0,,,1,349,0,STR-520490
934605708822300474,Rental unit in Boston · ★4.42 · 2 bedrooms · 4 beds · 1 bath,525421476,Lorena,,East Boston,42.3683239,-71.03689260000002,Entire home/apt,182,2,12,2023-09-14,6.32,1,203,12,STR-533113
934796106949254642,Rental unit in Boston · ★4.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34387393685642,-71.08387142511404,Entire home/apt,201,1,4,2023-08-23,2.55,49,330,4,STR-531806
934813646994772468,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34196079667983,-71.08244915742726,Entire home/apt,132,1,1,2023-08-17,1,49,207,1,STR-531825
934846903887237232,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34378,-71.08451,Entire home/apt,166,1,0,,,49,223,0,STR-531824
934851456902808387,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34221,-71.08316,Entire home/apt,204,1,2,2023-08-26,1.40,49,327,2,STR-531814
934867025660571832,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34211704773742,-71.08394470499259,Entire home/apt,199,1,3,2023-08-21,1.55,49,288,3,STR-531803
935403183698880292,Townhouse in Boston · ★New · 4 bedrooms · 8 beds · 2 baths,151238588,Charlie,,Roxbury,42.33054653299951,-71.08845359642964,Entire home/apt,513,1,1,2023-08-18,1,10,328,1,STR-425117
935428048832345840,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34369,-71.08373,Entire home/apt,192,1,4,2023-08-31,2.26,49,279,4,STR-531854
935449412872030856,Rental unit in Boston · ★4.20 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,South End,42.34174,-71.08232,Entire home/apt,192,1,5,2023-08-24,3.19,49,301,5,STR-531848
935463503085616234,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34412,-71.08252,Entire home/apt,188,1,2,2023-07-28,1.07,49,273,2,STR-531808
935480741617045500,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Fenway,42.34188,-71.08378,Entire home/apt,171,1,5,2023-08-20,2.54,49,286,5,STR-531853
935545749567082745,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,523515799,William And Sophia,,Back Bay,42.34283,-71.08414,Entire home/apt,178,1,5,2023-09-01,2.73,49,275,5,STR-531802
937183131999021153,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 shared bath,474189195,Patrice,,Dorchester,42.30451,-71.06783,Private room,60,31,0,,,4,235,0,
937204389334011379,Condo in Boston · ★New · 3 bedrooms · 3 beds · 2 baths,208241385,Andrew,,Dorchester,42.3144138,-71.0622291,Entire home/apt,329,1,0,,,1,344,0,STR-470580
937613962940474640,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 bath,8015347,Edwin,,West Roxbury,42.27275820000001,-71.1636271,Entire home/apt,88,91,0,,,2,167,0,
937705785049200966,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 bath,144179185,Evan,,Back Bay,42.34957526552142,-71.07428161896075,Entire home/apt,264,29,0,,,1,351,0,
937773444741627548,Rental unit in Boston · ★3.67 · 1 bedroom · 1 bed · 1 bath,284586127,Angel,,Dorchester,42.28855,-71.07705,Private room,90,1,3,2023-09-09,1.84,1,269,3,STR-167969
937827866847224707,Home in Boston · ★New · 4 bedrooms · 5 beds · 2.5 baths,63248058,Gary,,West Roxbury,42.28961167045093,-71.15869374127011,Entire home/apt,332,14,0,,,1,146,0,STR-533116
937865990648492956,Home in Boston · ★New · 2 bedrooms · 2 beds · 1.5 baths,378836011,Robert,,Charlestown,42.37792,-71.06236,Entire home/apt,360,3,2,2023-09-01,1.46,1,143,2,STR-532285
938352618005618335,Rental unit in Boston · ★New · 3 bedrooms · 3 beds · 2 baths,423270067,Harry And Susie,,Back Bay,42.34341905147537,-71.08192223751408,Entire home/apt,595,1,0,,,31,354,0,Exempt: This listing is a unit used for furnished institutional or business stays
938424821979015503,Rental unit in Boston · ★New · Studio · 2 beds · 1 bath,212359760,Evonify,,Downtown,42.35224876415573,-71.06343016965081,Entire home/apt,295,1,2,2023-08-19,1.07,72,211,2,Exempt: This listing is a unit used for furnished institutional or business stays
938424873051379873,Rental unit in Boston · ★4.67 · Studio · 2 beds · 1 bath,212359760,Evonify,,Downtown,42.35296,-71.06351,Entire home/apt,208,1,3,2023-08-26,2.31,72,258,3,Exempt: This listing is a unit used for furnished institutional or business stays
938443745186075969,Rental unit in Boston · ★5.0 · 3 bedrooms · 3 beds · 2 baths,212359760,Evonify,,East Boston,42.37385107524365,-71.03836210149083,Entire home/apt,301,1,7,2023-09-01,3.89,72,306,7,STR-523178
939068975709526463,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 0 shared baths,297860058,Ferran,,Brighton,42.34454,-71.15383,Private room,73,91,0,,,171,181,0,
939132795410563678,Home in Boston · ★New · 5 bedrooms · 7 beds · 3 baths,526726176,Charles,,South Boston,42.33248448718322,-71.03141129766878,Entire home/apt,706,3,0,,,1,194,0,STR-512153
939167050511436341,Home in Boston · ★New · 5 bedrooms · 5 beds · 3.5 baths,526738308,Xianming,,West Roxbury,42.2842416,-71.167526,Entire home/apt,480,1,1,2023-09-10,1,6,307,1,STR-533053
939702442684635358,Serviced apartment in Boston · ★New · Studio · 1 bed · 1 bath,20857768,Compass,,South Boston Waterfront,42.350612984492784,-71.04354853940036,Entire home/apt,219,9,0,,,17,62,0,Exempt: This listing is a unit used for furnished institutional or business stays
939727021339598760,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,526738308,Xianming,,West Roxbury,42.285335488778934,-71.16678212371733,Private room,100,1,0,,,6,216,0,STR-533053
940287599154412651,Rental unit in Boston · ★New · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Brighton,42.346069,-71.145748,Entire home/apt,356,32,0,,,330,165,0,
940620825573395928,Rental unit in Boston · ★New · 2 bedrooms · 5 beds · 2 baths,163848078,Adam,,Back Bay,42.34823,-71.08041,Entire home/apt,599,28,0,,,86,350,0,Exempt: This listing is a unit used for furnished institutional or business stays
940636340380992694,Rental unit in Boston · ★New · 2 bedrooms · 2 beds · 1 bath,78964422,Reece & Karen,,East Boston,42.36748894863978,-71.03160281458007,Entire home/apt,500,91,0,,,2,269,0,
940754604920484028,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,416027128,Naveen,,Brighton,42.34685246459316,-71.14687199981459,Entire home/apt,170,11,3,2023-08-26,2.25,5,245,3,Exempt: This listing is a unit that has contracts with hospitals
941410911882896656,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,2796552,Nicky,,Beacon Hill,42.3603,-71.0661,Entire home/apt,300,183,0,,,1,350,0,
942630990030789858,Serviced apartment in Boston · ★New · Studio · 1 bed · 1 bath,20857768,Compass,,South Boston Waterfront,42.35015,-71.04524,Entire home/apt,250,9,1,2023-09-06,1,17,27,1,Exempt: This listing is a unit used for furnished institutional or business stays
942637230605257145,Serviced apartment in Boston · ★New · 1 bedroom · 2 beds · 1 bath,20857768,Compass,,South Boston Waterfront,42.35012530594145,-71.04326350753023,Entire home/apt,275,9,2,2023-09-05,2,17,52,2,Exempt: This listing is a unit used for furnished institutional or business stays
